<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MSFT;D;240705;000000;459.61;468.35;458.98;467.52;6773155
MSFT;D;240708;000000;466.55;467.7;464.46;466.29;5260740
MSFT;D;240709;000000;467;467.33;458;459.52;9121805
MSFT;D;240710;000000;461.22;466.46;458.855;466.1;7407614
MSFT;D;240711;000000;462.98;464.78;451.55;454.73;10245453
MSFT;D;240712;000000;454.325;456.36;450.645;453.83;6686619
MSFT;D;240715;000000;453.3;457.26;451.43;454.11;5562394
MSFT;D;240716;000000;454.22;454.3;446.66;449.49;7695326
MSFT;D;240717;000000;442.59;444.85;439.18;443.55;9935279
MSFT;D;240718;000000;444.34;444.65;434.4;440.24;10304846
MSFT;D;240719;000000;433.1;441.14;432.11;437.1;8101501
MSFT;D;240722;000000;441.79;444.6;438.9125;442.91;6112246
MSFT;D;240723;000000;443.895;448.39;443.1;444.85;5386053
MSFT;D;240724;000000;440.45;441.48;427.585;428.87;11966676
MSFT;D;240725;000000;428.8;429.8;417.51;418.47;15788676
MSFT;D;240726;000000;418.2;428.915;417.27;425.49;10494375
MSFT;D;240729;000000;431.58;431.8;424.7042;426.8;6928222
MSFT;D;240730;000000;427.72;429.05;417.36;422.79;12228609
MSFT;D;240731;000000;420.495;421.775;412.21;418.245;21410019
MSFT;D;240801;000000;420.785;427.46;413.0901;417.05;13772338
MSFT;D;240802;000000;412.49;415;404.34;408.49;12839553
MSFT;D;240805;000000;389.17;401.04;385.58;395.23;17791255
MSFT;D;240806;000000;400;405.67;398.73;399.44;10239251
MSFT;D;240807;000000;408.635;410.08;397.475;398.34;9243254
MSFT;D;240808;000000;402.44;405.86;399.9407;403.02;8108401
MSFT;D;240809;000000;404.03;408.05;402.2624;406.18;6101807
MSFT;D;240812;000000;407.06;408.76;404.2434;406.95;6181343
MSFT;D;240813;000000;409.59;414.95;409.58;413.97;6994896
MSFT;D;240814;000000;414.8;417.72;412.4456;416.63;5398121
MSFT;D;240815;000000;419.8;421.07;417.66;421.01;6846509
MSFT;D;240816;000000;420.6;421.08;417.3;418.54;6004395
MSFT;D;240819;000000;418.96;421.7;416.46;421.56;5296184
MSFT;D;240820;000000;421.7;425.86;421.64;424.87;6313160
MSFT;D;240821;000000;424.075;426.4;421.72;424.08;5488243
MSFT;D;240822;000000;424.36;426.7899;414.61;415.61;7511245
MSFT;D;240823;000000;416.98;419.26;412.09;416.58;7218936
MSFT;D;240826;000000;416.365;417.2799;411.34;413.53;4757158
